draw,nrmse,decomp_rssd,digital_contribution,digital_pct_error,pareto_efficient
2242,0.03045,0.15989,21.04,-27.4,False
366,0.03046,0.17089,25.99,-10.4,False
1101,0.03049,0.16335,25.09,-13.5,False
357,0.0305,0.18629,28.24,-2.6,False
729,0.0305,0.08272,22.97,-20.8,True
1411,0.03057,0.21755,30.03,3.6,False
1801,0.03067,0.1361,26.55,-8.4,False
477,0.03073,0.2207,11.79,-59.3,False
1675,0.03073,0.2207,11.79,-59.3,False
132,0.03077,0.20269,23.07,-20.4,False
2328,0.03081,0.18934,29.17,0.6,False
144,0.03083,0.1747,28.01,-3.4,False
1925,0.03102,0.21692,8.81,-69.6,False
1215,0.03106,0.12595,25.54,-11.9,False
1880,0.03113,0.23515,10.1,-65.2,False
450,0.03159,0.12198,26.16,-9.8,False
